age,gender,municipality,education_level,main_activity,income_decile,income_bracket,language_group
0,Females,Mäntyharju,9 Basic education,"Students, pupils",I,Low,Finnish-speaking population
0,Males,Turku,3 Upper secondary education,Employed,X,High,Finnish-speaking population
0,Males,Jyväskylä,7 Master's or equivalent level,0-14 years old,V,Medium,Finnish-speaking population
0,Females,Turku,7 Master's or equivalent level,"Students, pupils",II,Low,Finnish-speaking population
70,Males,Rovaniemi,3-8 A post-comprehensive level qualification,0-14 years old,IX,High,Finnish-speaking population
0,Males,Sysmä,9 Basic education,Labour force,X,High,Finnish-speaking population
0,Females,Pirkkala,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Tampere,3 Upper secondary education,Labour force,VIII,High,Finnish-speaking population
0,Females,Ylöjärvi,5 Short-cycle tertiary education,Persons outside the labour force,VIII,High,Finnish-speaking population
14,Males,Kotka,3-8 A post-comprehensive level qualification,0-14 years old,II,Low,Finnish-speaking population
0,Females,Tampere,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
27,Males,Saarijärvi,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
52,Females,Kuopio,3 Upper secondary education,Labour force,IV,Medium,Finnish-speaking population
0,Females,Vantaa,3 Upper secondary education,Labour force,IV,Medium,Finnish-speaking population
0,Males,Kokemäki,3-8 A post-comprehensive level qualification,Labour force,III,Low,Finnish-speaking population
17,Females,Muurame,6 Bachelor's or equivalent level,Employed,VII,Medium,Finnish-speaking population
0,Males,Helsinki,3 Upper secondary education,Employed,VI,Medium,Finnish-speaking population
64,Males,Hyvinkää,9 Basic education,Pensioners,I,Low,Finnish-speaking population
51,Females,Tampere,6 Bachelor's or equivalent level,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Kokkola,9 Basic education,Labour force,III,Low,Finnish-speaking population
85,Males,Kivijärvi,9 Basic education,Persons outside the labour force,III,Low,Finnish-speaking population
2,Females,Iisalmi,3 Upper secondary education,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Laihia,9 Basic education,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Females,Tampere,9 Basic education,Employed,I,Low,Finnish-speaking population
0,Females,Tuusula,3 Upper secondary education,Unemployed,VI,Medium,Finnish-speaking population
2,Males,Eurajoki,5 Short-cycle tertiary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
99,Females,Mäntyharju,6 Bachelor's or equivalent level,Employed,VI,Medium,Finnish-speaking population
0,Males,Kuusamo,9 Basic education,Persons outside the labour force,IX,High,Finnish-speaking population
48,Males,Oulu,9 Basic education,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Kuopio,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Males,Kokkola,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
17,Females,Lahti,9 Basic education,Labour force,X,High,Finnish-speaking population
0,Males,Nokia,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
68,Females,Lappeenranta,3 Upper secondary education,Pensioners,II,Low,Finnish-speaking population
56,Males,Lahti,9 Basic education,Employed,VIII,High,Finnish-speaking population
48,Females,Tampere,3 Upper secondary education,Persons outside the labour force,II,Low,Finnish-speaking population
64,Females,Salla,3-8 A post-comprehensive level qualification,0-14 years old,IX,High,Finnish-speaking population
78,Males,Kalajoki,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
0,Females,Taipalsaari,6 Bachelor's or equivalent level,"Students, pupils",VII,Medium,Finnish-speaking population
56,Males,Tornio,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
13,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,VIII,High,Finnish-speaking population
69,Females,Nokia,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
74,Females,Joutsa,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
46,Females,Rovaniemi,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
0,Males,Hämeenlinna,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
94,Females,Pori,3 Upper secondary education,Pensioners,IV,Medium,Finnish-speaking population
0,Females,Imatra,9 Basic education,Unemployed,I,Low,Finnish-speaking population
0,Females,Lapua,6 Bachelor's or equivalent level,Pensioners,VIII,High,Finnish-speaking population
33,Females,Vantaa,9 Basic education,Employed,X,High,Finnish-speaking population
52,Females,Kimitoön,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Swedish-speaking population
46,Females,Turku,3-8 A post-comprehensive level qualification,Pensioners,VIII,High,Finnish-speaking population
75,Females,Ylitornio,3 Upper secondary education,Persons outside the labour force,X,High,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
59,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Males,Tampere,7 Master's or equivalent level,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Females,Espoo,8 Doctoral or equivalent level,Labour force,X,High,Finnish-speaking population
0,Males,Kiuruvesi,3 Upper secondary education,Employed,VIII,High,Finnish-speaking population
28,Females,Turku,3-8 A post-comprehensive level qualification,Labour force,III,Low,Swedish-speaking population
0,Males,Porvoo,3-8 A post-comprehensive level qualification,Labour force,I,Low,Finnish-speaking population
0,Females,Lohja,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
53,Males,Kirkkonummi,6 Bachelor's or equivalent level,Employed,VI,Medium,Swedish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
67,Females,Rantasalmi,9 Basic education,Unemployed,X,High,Finnish-speaking population
0,Females,Kärkölä,3 Upper secondary education,Other persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
0,Males,Hyvinkää,5 Short-cycle tertiary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
9,Males,Helsinki,3 Upper secondary education,Employed,X,High,Finnish-speaking population
0,Females,Oulu,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
66,Females,Varkaus,9 Basic education,Employed,IV,Medium,Finnish-speaking population
65,Females,Iisalmi,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
10,Males,Iitti,5 Short-cycle tertiary education,Labour force,VII,Medium,Finnish-speaking population
0,Males,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Swedish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Males,Hyvinkää,7 Master's or equivalent level,Employed,IX,High,Finnish-speaking population
0,Females,Lappeenranta,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Males,Ylöjärvi,3-8 A post-comprehensive level qualification,0-14 years old,VIII,High,Finnish-speaking population
43,Males,Espoo,6 Bachelor's or equivalent level,0-14 years old,IV,Medium,Swedish-speaking population
38,Females,Mikkeli,5 Short-cycle tertiary education,Pensioners,II,Low,Finnish-speaking population
0,Males,Larsmo,3 Upper secondary education,Employed,X,High,Swedish-speaking population
0,Males,Tampere,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
34,Males,Kauhajoki,6 Bachelor's or equivalent level,Persons outside the labour force,VII,Medium,Finnish-speaking population
60,Males,Korsholm,3-8 A post-comprehensive level qualification,Labour force,X,High,Swedish-speaking population
0,Females,Helsinki,3 Upper secondary education,Pensioners,VII,Medium,Finnish-speaking population
0,Females,Ruokolahti,9 Basic education,Pensioners,III,Low,Finnish-speaking population
69,Males,Simo,9 Basic education,Labour force,V,Medium,Finnish-speaking population
0,Males,Helsinki,7 Master's or equivalent level,Persons outside the labour force,II,Low,Finnish-speaking population
76,Males,Kiuruvesi,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
13,Males,Turku,3 Upper secondary education,Unemployed,VIII,High,Finnish-speaking population
0,Females,Akaa,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
46,Females,Jyväskylä,3 Upper secondary education,Pensioners,VI,Medium,Finnish-speaking population
34,Females,Mikkeli,6 Bachelor's or equivalent level,Pensioners,II,Low,Finnish-speaking population
0,Males,Kajaani,9 Basic education,Pensioners,V,Medium,Finnish-speaking population
53,Females,Joensuu,3-8 A post-comprehensive level qualification,Pensioners,IX,High,Finnish-speaking population
0,Males,Kuopio,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
13,Females,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,X,High,Swedish-speaking population
0,Females,Liminka,3 Upper secondary education,Pensioners,X,High,Finnish-speaking population
0,Males,Raisio,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
45,Females,Naantali,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
31,Males,Helsinki,9 Basic education,Persons outside the labour force,X,High,Finnish-speaking population
0,Males,Tampere,3 Upper secondary education,Pensioners,IX,High,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
3,Males,Savonlinna,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
60,Females,Kauniainen,3-8 A post-comprehensive level qualification,Employed,X,High,Swedish-speaking population
64,Females,Siilinjärvi,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
0,Males,Helsinki,3 Upper secondary education,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Helsinki,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
63,Males,Lappeenranta,6 Bachelor's or equivalent level,Pensioners,I,Low,Finnish-speaking population
0,Males,Espoo,5 Short-cycle tertiary education,Pensioners,X,High,Finnish-speaking population
0,Males,Hyvinkää,9 Basic education,Labour force,VII,Medium,Finnish-speaking population
39,Females,Riihimäki,3-8 A post-comprehensive level qualification,Pensioners,VII,Medium,Finnish-speaking population
0,Males,Tampere,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Males,Hamina,3 Upper secondary education,Pensioners,VII,Medium,Finnish-speaking population
31,Females,Turku,6 Bachelor's or equivalent level,Labour force,VIII,High,Finnish-speaking population
11,Females,Suonenjoki,3 Upper secondary education,Unemployed,I,Low,Finnish-speaking population
74,Males,Turku,6 Bachelor's or equivalent level,Labour force,IX,High,Finnish-speaking population
54,Males,Pälkäne,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
75,Males,Pori,3 Upper secondary education,Employed,VI,Medium,Finnish-speaking population
60,Females,Lieto,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Parikkala,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
32,Females,Vaasa,7 Master's or equivalent level,Employed,X,High,Finnish-speaking population
0,Females,Helsinki,3 Upper secondary education,Persons outside the labour force,V,Medium,Finnish-speaking population
56,Females,Jämsä,3-8 A post-comprehensive level qualification,0-14 years old,III,Low,Finnish-speaking population
0,Males,Finström,5 Short-cycle tertiary education,"Students, pupils",IV,Medium,Swedish-speaking population
0,Females,Vantaa,6 Bachelor's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
43,Females,Kuopio,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
